restaurant_id,name,cuisine_type,rating,price_range,location,average_cost,reviews_count,dietary_options,specialties,opening_hours
r5992,Taj 992,INDIAN,9.9,Medium,Financial District,51.25,247,"Gluten-free, Low-Carb","Naan, Samosa, Butter Chicken",9 AM - 11 PM
r5993,India 993,INDIAN,8.7,High,Riverside,77.72,367,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Biryani, Naan",9 AM - 11 PM
r5994,Curry House,INDIAN,9.3,Low,Harbor,22.88,244,"Vegetarian, Vegan","Naan, Butter Chicken, Samosa",12 AM - 10 PM
r5995,India 995,INDIAN,8.8,Medium,Tech Park,50.33,161,"Halal, Gluten-free, Vegan, Kosher","Samosa, Butter Chicken, Biryani",10 AM - 10 PM
r5996,Maharaja 996,INDIAN,8.8,Low,Arts District,16.72,753,Organic,"Samosa, Butter Chicken, Naan",12 AM - 10 PM
r5997,Taj,INDIAN,9.2,Low,Harbor,18.28,590,"Halal, Kosher","Samosa, Butter Chicken, Naan",10 AM - 11 PM
r5998,Taj 998,INDIAN,9.5,Medium,Riverside,45.82,633,Organic,"Butter Chicken, Biryani, Samosa",11 AM - 11 PM
r5999,Curry House 999,INDIAN,8.6,Low,Old Town,18.35,763,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Samosa, Naan",9 AM - 11 PM
r6000,The Indian Place,INDIAN,8.8,Medium,Beach Area,34.33,197,Organic,"Biryani, Samosa, Naan",12 AM - 10 PM
r6001,The Indian Place 1001,INDIAN,9.1,High,University Area,71.57,969,"Halal, Kosher","Biryani, Naan, Samosa",12 AM - 11 PM
r6002,Himalaya 1002,INDIAN,9.1,Low,Suburban,10.53,121,"Organic, Kosher, Low-Carb","Samosa, Biryani, Naan",11 AM - 11 PM
r6003,Spice Route,INDIAN,9.8,Low,Harbor,10.91,762,Organic,"Biryani, Naan, Samosa",10 AM - 10 PM
r6004,Curry House 1004,INDIAN,8.8,Low,Riverside,16.41,359,"Vegan, Gluten-free","Samosa, Naan, Butter Chicken",10 AM - 11 PM
r6005,Maharaja 1005,INDIAN,9.5,Very High,Uptown,126.25,449,"Organic, Kosher, Low-Carb","Butter Chicken, Biryani, Naan",9 AM - 11 PM
r6006,India 1006,INDIAN,10.0,Medium,City Center,49.29,944,Organic,"Samosa, Naan, Butter Chicken",11 AM - 11 PM
r6007,India 1007,INDIAN,9.2,Medium,Old Town,54.98,343,"Vegetarian, Vegan","Naan, Biryani, Samosa",11 AM - 11 PM
r6008,The Indian Place 1008,INDIAN,8.7,Medium,Chinatown,58.3,646,"Vegan, Gluten-free","Biryani, Butter Chicken, Samosa",12 AM - 11 PM
r6009,Maharaja,INDIAN,8.6,High,Harbor,70.32,65,"Gluten-free, Low-Carb","Samosa, Biryani, Naan",9 AM - 10 PM
r6010,Taj 1010,INDIAN,8.5,High,Old Town,87.67,479,"Organic, Kosher, Low-Carb","Butter Chicken, Biryani, Samosa",10 AM - 11 PM
r6011,Spice Route 1011,INDIAN,9.0,Medium,Chinatown,32.84,83,"Gluten-free, Low-Carb","Naan, Biryani, Samosa",11 AM - 10 PM
r6012,Curry House,INDIAN,8.7,Medium,Harbor,34.02,162,"Vegetarian, Vegan","Biryani, Samosa, Naan",12 AM - 11 PM
r6013,Himalaya 1013,INDIAN,10.0,Medium,University Area,30.66,775,"Organic, Kosher, Low-Carb","Butter Chicken, Biryani, Naan",12 AM - 10 PM
r6014,Maharaja 1014,INDIAN,8.7,Very High,Suburban,183.76,328,Organic,"Butter Chicken, Biryani, Naan",9 AM - 11 PM
r6015,India 1015,INDIAN,9.3,High,Harbor,65.09,619,"Vegetarian, Vegan","Butter Chicken, Samosa, Naan",9 AM - 10 PM
r6016,Spice Route 1016,INDIAN,9.5,Medium,Beach Area,47.43,977,"Gluten-free, Low-Carb","Samosa, Naan, Biryani",11 AM - 11 PM
r6017,The Indian Place 1017,INDIAN,9.0,Low,Financial District,25.01,858,"Organic, Vegetarian","Samosa, Butter Chicken, Naan",10 AM - 10 PM
r6018,Curry House,INDIAN,8.7,High,University Area,86.29,919,"Organic, Vegetarian","Samosa, Naan, Biryani",11 AM - 10 PM
r6019,The Indian Place 1019,INDIAN,9.5,Very High,Harbor,190.5,197,"Gluten-free, Low-Carb","Naan, Samosa, Butter Chicken",10 AM - 11 PM
r6020,Maharaja 1020,INDIAN,9.0,Low,Uptown,10.88,258,"Gluten-free, Low-Carb","Butter Chicken, Biryani, Samosa",12 AM - 11 PM
r6021,India 1021,INDIAN,9.7,High,Downtown,72.3,273,Organic,"Biryani, Butter Chicken, Samosa",9 AM - 10 PM
r6022,Taj 1022,INDIAN,8.7,Very High,Entertainment District,155.8,576,"Gluten-free, Low-Carb","Butter Chicken, Biryani, Samosa",12 AM - 11 PM
r6023,Himalaya 1023,INDIAN,9.7,High,Old Town,85.42,643,"Gluten-free, Low-Carb","Butter Chicken, Samosa, Biryani",10 AM - 11 PM
r6024,Himalaya,INDIAN,9.0,High,Entertainment District,95.49,96,Organic,"Naan, Biryani, Samosa",10 AM - 10 PM
r6025,Himalaya 1025,INDIAN,9.1,Low,Harbor,29.53,457,"Vegetarian, Vegan","Naan, Biryani, Butter Chicken",9 AM - 10 PM
r6026,The Indian Place 1026,INDIAN,9.1,Low,Tech Park,15.2,171,"Organic, Vegetarian","Butter Chicken, Naan, Samosa",10 AM - 10 PM
r6027,Spice Route,INDIAN,9.5,High,Suburban,97.67,147,"Organic, Vegetarian","Naan, Butter Chicken, Biryani",10 AM - 11 PM
r6028,Himalaya 1028,INDIAN,9.4,Medium,Financial District,39.85,807,"Vegan, Gluten-free","Samosa, Biryani, Naan",11 AM - 11 PM
r6029,Maharaja 1029,INDIAN,9.9,Very High,Tech Park,169.93,351,"Gluten-free, Low-Carb","Biryani, Naan, Butter Chicken",12 AM - 10 PM
r6030,Curry House,INDIAN,9.8,Medium,Tech Park,42.53,102,"Gluten-free, Low-Carb","Naan, Butter Chicken, Biryani",10 AM - 11 PM
r6031,Spice Route 1031,INDIAN,9.8,Low,Tech Park,18.61,960,"Vegan, Gluten-free","Biryani, Butter Chicken, Naan",12 AM - 11 PM
r6032,The Indian Place 1032,INDIAN,9.3,Low,Arts District,27.23,654,"Organic, Kosher, Low-Carb","Biryani, Naan, Samosa",9 AM - 10 PM
r6033,Taj,INDIAN,8.6,Low,Beach Area,14.4,742,"Halal, Kosher","Butter Chicken, Samosa, Naan",11 AM - 10 PM
r6034,Himalaya 1034,INDIAN,9.6,Very High,City Center,188.22,322,"Organic, Kosher, Low-Carb","Butter Chicken, Biryani, Naan",12 AM - 11 PM
r6035,Curry House 1035,INDIAN,8.8,Low,Downtown,12.32,221,"Vegan, Gluten-free","Biryani, Samosa, Butter Chicken",10 AM - 10 PM
r6036,Maharaja,INDIAN,8.6,High,Suburban,80.86,734,"Halal, Kosher","Samosa, Biryani, Butter Chicken",12 AM - 10 PM
r6037,India 1037,INDIAN,9.9,High,Beach Area,71.09,783,"Gluten-free, Low-Carb","Samosa, Biryani, Butter Chicken",12 AM - 10 PM
r6038,India 1038,INDIAN,8.5,Medium,Harbor,55.72,692,"Organic, Kosher, Low-Carb","Butter Chicken, Samosa, Naan",11 AM - 11 PM
r6039,The Indian Place,INDIAN,9.4,Medium,Harbor,55.14,304,"Gluten-free, Low-Carb","Samosa, Butter Chicken, Biryani",11 AM - 11 PM
r6040,India 1040,INDIAN,9.1,Low,Chinatown,22.9,793,"Vegan, Gluten-free","Butter Chicken, Naan, Biryani",9 AM - 11 PM
r6041,Himalaya 1041,INDIAN,9.2,Medium,Entertainment District,46.27,806,"Gluten-free, Low-Carb","Biryani, Butter Chicken, Naan",11 AM - 10 PM
r6042,Spice Route,INDIAN,9.7,Medium,City Center,59.09,133,"Organic, Vegetarian","Butter Chicken, Biryani, Samosa",11 AM - 11 PM
r6043,Taj 1043,INDIAN,9.5,High,Tech Park,72.33,547,"Gluten-free, Low-Carb","Samosa, Naan, Biryani",11 AM - 10 PM
r6044,India 1044,INDIAN,9.1,Very High,Suburban,181.83,560,"Vegetarian, Vegan","Biryani, Naan, Samosa",9 AM - 10 PM
r6045,Himalaya,INDIAN,9.0,Low,University Area,16.72,964,"Vegan, Gluten-free","Naan, Samosa, Biryani",12 AM - 10 PM
r6046,India 1046,INDIAN,9.0,Medium,Harbor,35.59,378,"Halal, Gluten-free, Vegan, Kosher","Naan, Butter Chicken, Samosa",9 AM - 10 PM
r6047,Taj 1047,INDIAN,9.8,Low,Tech Park,21.23,852,"Vegan, Gluten-free","Biryani, Samosa, Butter Chicken",12 AM - 10 PM
r6048,Curry House,INDIAN,8.8,Very High,Arts District,195.41,761,"Organic, Kosher, Low-Carb","Butter Chicken, Naan, Samosa",10 AM - 11 PM
r6049,Maharaja 1049,INDIAN,8.6,Medium,Entertainment District,47.67,344,"Organic, Vegetarian","Biryani, Samosa, Butter Chicken",11 AM - 11 PM
r6050,Spice Route 1050,INDIAN,9.5,Low,Riverside,17.85,847,"Gluten-free, Low-Carb","Biryani, Naan, Samosa",9 AM - 11 PM
r6051,Curry House,INDIAN,9.7,Medium,Entertainment District,45.5,137,"Vegetarian, Vegan","Naan, Butter Chicken, Biryani",9 AM - 10 PM
r6052,Curry House 1052,INDIAN,9.4,Low,Financial District,23.5,346,"Gluten-free, Low-Carb","Naan, Biryani, Samosa",12 AM - 11 PM
r6053,The Indian Place 1053,INDIAN,9.1,High,Tech Park,81.45,465,"Halal, Gluten-free, Vegan, Kosher","Biryani, Butter Chicken, Samosa",10 AM - 11 PM
r6054,Spice Route,INDIAN,9.9,Very High,University Area,142.77,906,"Organic, Vegetarian","Biryani, Butter Chicken, Naan",12 AM - 11 PM
r6055,Curry House 1055,INDIAN,8.7,Very High,Arts District,177.87,798,"Organic, Vegetarian","Biryani, Samosa, Butter Chicken",11 AM - 11 PM
r6056,Maharaja 1056,INDIAN,9.0,Low,Entertainment District,12.52,443,"Organic, Kosher, Low-Carb","Naan, Samosa, Butter Chicken",11 AM - 11 PM
r6057,Himalaya,INDIAN,8.5,Low,Old Town,14.35,58,"Organic, Kosher, Low-Carb","Naan, Butter Chicken, Samosa",10 AM - 11 PM
r6058,Curry House 1058,INDIAN,8.8,Low,Suburban,16.92,968,"Organic, Vegetarian","Biryani, Butter Chicken, Samosa",12 AM - 10 PM
r6059,India 1059,INDIAN,9.3,Very High,Chinatown,103.23,475,"Halal, Gluten-free, Vegan, Kosher","Biryani, Naan, Samosa",10 AM - 11 PM
r6060,Curry House,INDIAN,8.6,Medium,Uptown,51.94,54,"Halal, Gluten-free, Vegan, Kosher","Samosa, Naan, Butter Chicken",9 AM - 11 PM
r6061,Spice Route 1061,INDIAN,8.8,Very High,Arts District,114.04,937,"Vegan, Gluten-free","Butter Chicken, Samosa, Biryani",10 AM - 10 PM
r6062,Maharaja 1062,INDIAN,9.1,Medium,Harbor,54.21,279,"Halal, Kosher","Butter Chicken, Samosa, Naan",11 AM - 10 PM
r6063,India 1063,INDIAN,9.9,Very High,Suburban,118.3,728,"Vegan, Gluten-free","Butter Chicken, Biryani, Naan",9 AM - 11 PM
r6064,Spice Route 1064,INDIAN,9.8,High,Financial District,80.73,651,Organic,"Biryani, Samosa, Naan",10 AM - 10 PM
r6065,The Indian Place 1065,INDIAN,8.5,Low,Entertainment District,20.39,550,"Organic, Kosher, Low-Carb","Samosa, Naan, Butter Chicken",9 AM - 10 PM
r6066,Curry House,INDIAN,9.1,Medium,Chinatown,40.64,745,"Gluten-free, Low-Carb","Biryani, Butter Chicken, Samosa",9 AM - 10 PM
r6067,Himalaya 1067,INDIAN,9.1,Very High,Suburban,103.84,771,"Halal, Gluten-free, Vegan, Kosher","Samosa, Biryani, Naan",9 AM - 10 PM
r6068,Curry House 1068,INDIAN,9.2,High,Tech Park,72.47,227,"Organic, Vegetarian","Biryani, Butter Chicken, Naan",11 AM - 11 PM
r6069,India 1069,INDIAN,9.4,High,Beach Area,97.76,381,"Organic, Vegetarian","Biryani, Samosa, Butter Chicken",10 AM - 10 PM
r6070,India 1070,INDIAN,9.2,Very High,City Center,150.75,949,"Organic, Kosher, Low-Carb","Butter Chicken, Biryani, Naan",11 AM - 11 PM
r6071,Taj 1071,INDIAN,8.7,High,Beach Area,64.52,143,"Halal, Gluten-free, Vegan, Kosher","Samosa, Biryani, Butter Chicken",9 AM - 11 PM
r6072,Curry House,INDIAN,8.9,Very High,Entertainment District,105.05,960,"Vegan, Gluten-free","Butter Chicken, Samosa, Biryani",9 AM - 11 PM
r6073,India 1073,INDIAN,8.6,High,City Center,83.24,966,"Halal, Gluten-free, Vegan, Kosher","Biryani, Naan, Samosa",12 AM - 10 PM
r6074,Taj 1074,INDIAN,10.0,Low,Suburban,13.54,540,"Vegan, Gluten-free","Biryani, Samosa, Naan",12 AM - 10 PM
r6075,India 1075,INDIAN,9.5,Medium,Entertainment District,57.1,801,"Vegan, Gluten-free","Butter Chicken, Samosa, Naan",9 AM - 10 PM
r6076,India 1076,INDIAN,9.5,High,Old Town,96.22,697,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Naan, Biryani",9 AM - 10 PM
r6077,Taj 1077,INDIAN,9.1,Low,University Area,10.42,679,"Organic, Vegetarian","Butter Chicken, Biryani, Naan",10 AM - 10 PM
r6078,Spice Route,INDIAN,9.4,Very High,Riverside,132.9,391,"Vegan, Gluten-free","Naan, Samosa, Biryani",10 AM - 10 PM
r6079,India 1079,INDIAN,8.9,High,Old Town,70.96,982,"Halal, Kosher","Butter Chicken, Naan, Biryani",10 AM - 11 PM
r6080,The Indian Place 1080,INDIAN,8.6,High,City Center,96.49,141,"Organic, Vegetarian","Naan, Butter Chicken, Biryani",12 AM - 11 PM
r6081,Curry House,INDIAN,8.7,Low,Uptown,25.95,488,"Gluten-free, Low-Carb","Naan, Butter Chicken, Biryani",12 AM - 11 PM
r6082,Curry House 1082,INDIAN,9.0,Low,Entertainment District,19.49,655,"Gluten-free, Low-Carb","Naan, Biryani, Samosa",12 AM - 11 PM
r6083,Himalaya 1083,INDIAN,9.8,High,Entertainment District,79.54,324,"Halal, Kosher","Biryani, Naan, Butter Chicken",10 AM - 10 PM
r6084,Himalaya,INDIAN,9.0,Very High,Old Town,141.87,247,"Vegetarian, Vegan","Biryani, Naan, Samosa",11 AM - 10 PM
r6085,Spice Route 1085,INDIAN,9.5,High,Uptown,78.07,831,"Vegan, Gluten-free","Naan, Biryani, Samosa",12 AM - 10 PM
r6086,Maharaja 1086,INDIAN,8.7,High,Tech Park,97.89,570,"Organic, Kosher, Low-Carb","Butter Chicken, Samosa, Naan",9 AM - 11 PM
r6087,Taj,INDIAN,8.9,Very High,Suburban,122.11,805,"Gluten-free, Low-Carb","Biryani, Butter Chicken, Naan",11 AM - 10 PM
r6088,The Indian Place 1088,INDIAN,8.5,Very High,Beach Area,119.54,612,"Gluten-free, Low-Carb","Butter Chicken, Naan, Samosa",9 AM - 10 PM
r6089,The Indian Place 1089,INDIAN,9.5,Very High,Entertainment District,193.28,756,"Vegan, Gluten-free","Butter Chicken, Biryani, Samosa",11 AM - 10 PM
r6090,India 1090,INDIAN,9.0,Very High,Downtown,134.89,707,Organic,"Biryani, Butter Chicken, Samosa",10 AM - 11 PM
r6091,Himalaya 1091,INDIAN,9.1,Medium,Chinatown,34.11,975,"Halal, Kosher","Naan, Butter Chicken, Biryani",11 AM - 10 PM
r6092,Spice Route 1092,INDIAN,9.2,Medium,Beach Area,50.61,417,"Organic, Kosher, Low-Carb","Butter Chicken, Samosa, Naan",11 AM - 10 PM
r6093,Taj,INDIAN,9.0,Medium,Old Town,53.23,273,"Halal, Gluten-free, Vegan, Kosher","Biryani, Butter Chicken, Samosa",12 AM - 10 PM
r6094,Himalaya 1094,INDIAN,9.8,Very High,City Center,114.81,267,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Naan, Samosa",12 AM - 10 PM
r6095,Maharaja 1095,INDIAN,9.3,High,Uptown,65.92,887,"Halal, Kosher","Butter Chicken, Samosa, Biryani",9 AM - 11 PM
r6096,Himalaya,INDIAN,8.5,Medium,Chinatown,55.37,101,"Organic, Kosher, Low-Carb","Biryani, Samosa, Butter Chicken",9 AM - 10 PM
r6097,Spice Route 1097,INDIAN,8.8,High,Mountain View,99.78,866,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Samosa, Biryani",11 AM - 10 PM
r6098,Taj 1098,INDIAN,8.8,Very High,City Center,126.31,387,"Halal, Kosher","Samosa, Butter Chicken, Naan",10 AM - 10 PM
r6099,Maharaja,INDIAN,9.8,Low,Uptown,26.97,738,"Vegetarian, Vegan","Biryani, Butter Chicken, Naan",9 AM - 10 PM
r6100,India 1100,INDIAN,9.8,Low,Tech Park,15.07,211,"Halal, Kosher","Naan, Butter Chicken, Samosa",10 AM - 11 PM
r6101,The Indian Place 1101,INDIAN,9.9,Low,Mountain View,20.03,175,"Organic, Kosher, Low-Carb","Naan, Butter Chicken, Samosa",9 AM - 10 PM
r6102,India 1102,INDIAN,8.7,High,Financial District,70.23,284,Organic,"Butter Chicken, Naan, Biryani",10 AM - 10 PM
r6103,Maharaja 1103,INDIAN,8.8,Very High,Old Town,171.73,520,"Organic, Kosher, Low-Carb","Butter Chicken, Biryani, Naan",10 AM - 10 PM
r6104,Taj 1104,INDIAN,9.3,Medium,Riverside,46.74,615,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Biryani, Naan",11 AM - 10 PM
r6105,The Indian Place,INDIAN,9.8,Very High,City Center,126.41,215,"Gluten-free, Low-Carb","Butter Chicken, Naan, Biryani",9 AM - 11 PM
r6106,Taj 1106,INDIAN,8.8,Medium,Downtown,56.77,384,"Halal, Gluten-free, Vegan, Kosher","Naan, Samosa, Butter Chicken",11 AM - 10 PM
r6107,The Indian Place 1107,INDIAN,9.1,Low,City Center,18.12,758,"Halal, Kosher","Biryani, Naan, Samosa",11 AM - 11 PM
r6108,India 1108,INDIAN,8.9,High,Mountain View,75.91,768,Organic,"Samosa, Biryani, Naan",10 AM - 10 PM
r6109,The Indian Place 1109,INDIAN,8.5,Very High,Mountain View,102.39,645,"Vegetarian, Vegan","Naan, Butter Chicken, Samosa",9 AM - 11 PM
r6110,Curry House 1110,INDIAN,9.8,High,University Area,88.87,284,"Organic, Kosher, Low-Carb","Naan, Samosa, Butter Chicken",9 AM - 11 PM
r6111,India 1111,INDIAN,9.6,Medium,University Area,42.33,785,"Organic, Kosher, Low-Carb","Butter Chicken, Samosa, Biryani",12 AM - 11 PM
r6112,Maharaja 1112,INDIAN,9.4,Very High,City Center,124.2,528,"Gluten-free, Low-Carb","Samosa, Butter Chicken, Biryani",11 AM - 11 PM
r6113,Maharaja 1113,INDIAN,9.9,High,City Center,96.57,843,"Vegan, Gluten-free","Butter Chicken, Naan, Biryani",9 AM - 11 PM
r6114,The Indian Place,INDIAN,8.9,Very High,Suburban,199.03,426,"Vegetarian, Vegan","Naan, Samosa, Butter Chicken",12 AM - 10 PM
r6115,Maharaja 1115,INDIAN,9.9,Very High,Mountain View,183.25,435,"Vegetarian, Vegan","Biryani, Butter Chicken, Samosa",9 AM - 11 PM
r6116,Curry House 1116,INDIAN,9.5,Low,Entertainment District,14.8,392,"Vegan, Gluten-free","Samosa, Butter Chicken, Naan",11 AM - 10 PM
r6117,India 1117,INDIAN,8.7,High,Uptown,74.59,652,"Organic, Kosher, Low-Carb","Naan, Samosa, Butter Chicken",11 AM - 11 PM
r6118,Maharaja 1118,INDIAN,9.3,Medium,Tech Park,44.46,957,"Organic, Vegetarian","Butter Chicken, Biryani, Samosa",10 AM - 11 PM
r6119,Spice Route 1119,INDIAN,9.7,Low,Beach Area,15.25,892,"Halal, Kosher","Samosa, Butter Chicken, Naan",11 AM - 11 PM
r6120,Curry House,INDIAN,9.3,Very High,Harbor,146.33,466,"Organic, Vegetarian","Samosa, Biryani, Butter Chicken",10 AM - 10 PM
r6121,Spice Route 1121,INDIAN,9.1,Low,Entertainment District,13.41,844,"Vegan, Gluten-free","Naan, Butter Chicken, Biryani",10 AM - 11 PM
r6122,Taj 1122,INDIAN,8.6,Low,University Area,16.28,785,Organic,"Butter Chicken, Biryani, Naan",9 AM - 11 PM
r6123,Maharaja,INDIAN,8.7,High,Chinatown,78.62,100,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Biryani, Naan",11 AM - 10 PM
r6124,India 1124,INDIAN,8.7,Low,Old Town,26.93,194,"Organic, Kosher, Low-Carb","Naan, Samosa, Butter Chicken",10 AM - 10 PM
r6125,India 1125,INDIAN,9.5,Medium,Entertainment District,31.45,179,"Gluten-free, Low-Carb","Biryani, Samosa, Butter Chicken",11 AM - 10 PM
r6126,Curry House,INDIAN,8.7,Very High,Riverside,155.93,463,"Vegan, Gluten-free","Samosa, Butter Chicken, Naan",11 AM - 11 PM
r6127,Himalaya 1127,INDIAN,9.9,Low,Tech Park,17.71,148,Organic,"Naan, Butter Chicken, Biryani",10 AM - 11 PM
r6128,Maharaja 1128,INDIAN,9.7,Medium,Uptown,42.86,256,"Vegan, Gluten-free","Biryani, Samosa, Naan",9 AM - 10 PM
r6129,India 1129,INDIAN,8.9,Medium,Tech Park,40.01,975,"Vegetarian, Vegan","Butter Chicken, Samosa, Biryani",9 AM - 11 PM
r6130,Maharaja 1130,INDIAN,9.6,Very High,Entertainment District,126.58,761,Organic,"Naan, Biryani, Samosa",11 AM - 10 PM
r6131,The Indian Place 1131,INDIAN,9.5,High,Riverside,87.87,370,"Vegan, Gluten-free","Butter Chicken, Biryani, Samosa",11 AM - 11 PM
r6132,Spice Route,INDIAN,9.4,Medium,Beach Area,32.17,742,"Halal, Kosher","Biryani, Naan, Samosa",9 AM - 10 PM
r6133,Maharaja 1133,INDIAN,8.5,High,Entertainment District,91.71,781,"Halal, Gluten-free, Vegan, Kosher","Naan, Biryani, Butter Chicken",12 AM - 10 PM
r6134,Taj 1134,INDIAN,8.5,Low,Uptown,22.46,545,"Organic, Kosher, Low-Carb","Biryani, Butter Chicken, Samosa",11 AM - 11 PM
r6135,Curry House,INDIAN,8.8,Low,Suburban,16.5,421,Organic,"Butter Chicken, Naan, Biryani",9 AM - 11 PM
r6136,Spice Route 1136,INDIAN,9.1,Medium,Arts District,36.37,856,"Gluten-free, Low-Carb","Butter Chicken, Naan, Samosa",12 AM - 11 PM
r6137,India 1137,INDIAN,8.5,Medium,Mountain View,50.14,301,"Halal, Gluten-free, Vegan, Kosher","Biryani, Samosa, Butter Chicken",12 AM - 10 PM
r6138,Spice Route,INDIAN,9.8,High,Suburban,79.99,408,"Halal, Gluten-free, Vegan, Kosher","Naan, Samosa, Butter Chicken",12 AM - 11 PM
r6139,Curry House 1139,INDIAN,8.6,Medium,Mountain View,36.87,505,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Biryani, Samosa",12 AM - 11 PM
r6140,The Indian Place 1140,INDIAN,9.9,Very High,City Center,143.06,960,"Gluten-free, Low-Carb","Butter Chicken, Naan, Samosa",9 AM - 10 PM
r6141,Taj,INDIAN,8.7,Very High,Harbor,195.8,400,"Organic, Vegetarian","Naan, Butter Chicken, Biryani",10 AM - 10 PM
r6142,India 1142,INDIAN,9.0,Low,Chinatown,26.02,102,"Gluten-free, Low-Carb","Naan, Biryani, Butter Chicken",9 AM - 11 PM
r6143,Taj 1143,INDIAN,9.9,Very High,Mountain View,172.42,87,"Halal, Kosher","Naan, Butter Chicken, Samosa",11 AM - 10 PM
r6144,India 1144,INDIAN,8.5,Very High,Arts District,188.19,796,"Organic, Kosher, Low-Carb","Samosa, Butter Chicken, Naan",10 AM - 11 PM
r6145,Himalaya 1145,INDIAN,9.2,Very High,Old Town,118.9,980,Organic,"Naan, Biryani, Butter Chicken",9 AM - 11 PM
r6146,Himalaya 1146,INDIAN,10.0,Medium,Financial District,44.95,540,"Halal, Kosher","Butter Chicken, Biryani, Samosa",11 AM - 11 PM
r6147,Curry House,INDIAN,9.7,Low,Arts District,10.72,374,"Organic, Kosher, Low-Carb","Samosa, Biryani, Butter Chicken",12 AM - 10 PM
r6148,India 1148,INDIAN,8.7,High,Arts District,64.53,418,"Organic, Kosher, Low-Carb","Samosa, Naan, Butter Chicken",9 AM - 11 PM
r6149,Spice Route 1149,INDIAN,8.9,Low,University Area,18.86,954,"Organic, Vegetarian","Biryani, Samosa, Naan",9 AM - 10 PM
r6150,Maharaja,INDIAN,9.4,Medium,Uptown,48.45,452,"Vegetarian, Vegan","Samosa, Biryani, Naan",12 AM - 11 PM
r6151,Curry House 1151,INDIAN,9.5,Medium,City Center,58.48,969,"Halal, Gluten-free, Vegan, Kosher","Samosa, Naan, Biryani",9 AM - 11 PM
r6152,Himalaya 1152,INDIAN,9.8,Medium,Old Town,41.73,461,"Vegetarian, Vegan","Naan, Samosa, Biryani",9 AM - 11 PM
r6153,India 1153,INDIAN,9.0,Low,Chinatown,20.39,911,Organic,"Naan, Butter Chicken, Samosa",10 AM - 11 PM
r6154,Spice Route 1154,INDIAN,9.9,Very High,Old Town,154.41,776,"Gluten-free, Low-Carb","Samosa, Butter Chicken, Biryani",10 AM - 11 PM
r6155,Spice Route 1155,INDIAN,9.2,Low,Chinatown,25.59,386,Organic,"Biryani, Naan, Samosa",10 AM - 11 PM
r6156,Spice Route,INDIAN,8.8,Very High,City Center,160.21,852,Organic,"Biryani, Samosa, Butter Chicken",9 AM - 10 PM
r6157,Curry House 1157,INDIAN,8.8,Very High,Harbor,190.82,988,"Organic, Vegetarian","Samosa, Biryani, Naan",12 AM - 11 PM
r6158,Maharaja 1158,INDIAN,9.3,Very High,City Center,189.99,960,"Vegan, Gluten-free","Samosa, Butter Chicken, Biryani",9 AM - 10 PM
r6159,India 1159,INDIAN,8.9,Low,Arts District,27.61,72,"Vegan, Gluten-free","Naan, Samosa, Biryani",11 AM - 10 PM
r6160,Spice Route 1160,INDIAN,9.0,High,Downtown,97.32,904,"Halal, Gluten-free, Vegan, Kosher","Samosa, Butter Chicken, Naan",10 AM - 10 PM
r6161,Spice Route 1161,INDIAN,9.6,Very High,Beach Area,133.09,850,"Vegetarian, Vegan","Butter Chicken, Samosa, Biryani",12 AM - 10 PM
r6162,Curry House,INDIAN,9.4,Low,Mountain View,15.77,802,Organic,"Biryani, Butter Chicken, Samosa",12 AM - 10 PM
r6163,Spice Route 1163,INDIAN,8.6,Low,Entertainment District,28.27,219,"Vegan, Gluten-free","Biryani, Naan, Butter Chicken",11 AM - 10 PM
r6164,Himalaya 1164,INDIAN,9.1,Very High,Chinatown,148.68,633,"Halal, Kosher","Samosa, Biryani, Butter Chicken",12 AM - 11 PM
r6165,Himalaya,INDIAN,8.5,High,Tech Park,81.34,568,Organic,"Biryani, Butter Chicken, Samosa",10 AM - 11 PM
r6166,Himalaya 1166,INDIAN,9.5,Medium,Riverside,41.25,743,"Vegetarian, Vegan","Biryani, Naan, Samosa",12 AM - 10 PM
r6167,Himalaya 1167,INDIAN,9.4,Very High,Uptown,180.37,244,"Halal, Gluten-free, Vegan, Kosher","Samosa, Biryani, Butter Chicken",9 AM - 10 PM
r6168,Himalaya,INDIAN,9.7,Very High,Mountain View,105.85,395,Organic,"Samosa, Biryani, Butter Chicken",10 AM - 10 PM
